ID,Number of Bags,Bag Weight,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Overall,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects
732,120,30 kg,Catimor,Double Carbonic Maceration / Natural,7.33,7.25,7.5,7,7.33,7.67,8.67,7.67,85.25,9.9,5,6,green,1
733,14,100 kg,"Jember,TIM-TIM,Ateng",Natural / Dry,8.33,6.75,8.08,7,8,7.08,8.67,7.17,84.33,9.7,0,6,yellow- green,11
734,150,12 kg,Sarchimor,Double Carbonic Maceration / Natural,8.5,7.5,6.92,7.17,7,8.17,9.33,7.75,82.25,12.2,2,2,browish-green,12
735,16,25 kg,Catrenic,Double Carbonic Maceration / Natural,7.75,7.58,6.92,7.83,8.25,7.5,10,7.33,85.33,11.5,1,12,yello-green,10
736,540,90 kg,"Wolishalo,Kurume,Dega",Washed / Wet,7.08,6.75,7.33,7.75,7.17,7.08,10,7.5,86.92,10.3,0,6,yellow green,2
737,10,27 kg,"Catimor,Catuai,Caturra,Bourbon",Double Carbonic Maceration / Natural,7.83,7.42,6.75,6.83,8.08,7.08,10,7,86.08,9.5,4,7,bluish-green,1
738,584,10 kg,Catuai,Double Anaerobic Washed,7.17,8.33,7.17,7.5,7,7,10,7.08,84.92,13.5,5,0,yellow-green,7
739,285,12 kg,Maragogype,Anaerobico 1000h,7.92,6.75,8,7.75,6.83,8,8.67,7.42,87.58,9.7,3,2,green,5
740,5,30 kg,Catimor,Pulped natural / honey,8.5,8.25,8.17,7,7.83,7.42,9.33,7.92,83.17,13.5,4,8,green,11
741,632,24 kg,Castillo,Semi Washed,7.67,8.17,7,8.08,8.25,7.08,9.33,8.58,83.58,10.1,1,2,yellowish,3
742,4,25 kg,Catrenic,Natural / Dry,8.17,8.08,7.67,8.08,6.83,7.33,10,7.83,82.25,13.3,0,9,greenish,4
743,540,70 kg,Typica,Double Anaerobic Washed,8.58,8.5,6.67,7.5,8,7.92,10,7.83,82.83,10.1,3,7,bluish-green,13
744,8,60 kg,Mundo Novo,Anaerobico 1000h,8.33,7.25,7,8.17,7.33,7.08,10,8.08,86.5,12.4,0,3,yello-green,3
745,275,320 kg,Catimor,Double Carbonic Maceration / Natural,7.67,7.92,7.08,7.75,8.08,8.17,9.33,7.17,85.33,11.8,0,10,yello-green,9
746,250,2 kg,"Catimor,Catuai,Caturra,Bourbon","Honey,Mossto",8.17,7.08,8.25,8,7.08,8.42,9.33,7.17,83.33,9.6,5,2,yellow-green,12
747,260,30 kg,Catrenic,Anaerobico 1000h,7.08,8.25,7.33,7.67,7.58,7.33,8.67,7.58,84.58,9.7,5,3,yellowish,4
748,320,35 kg,Catimor,Pulped natural / honey,7.42,7.83,7.25,8.25,7.83,7.83,10,8.33,85.75,9.8,2,0,browish-green,3
749,35,12 kg,Castillo Paraguaycito,Double Anaerobic Washed,7.17,7.92,7,7.42,7.25,8,9.33,8,85.33,10.5,1,5,browish-green,7
750,141,30 kg,Typica Gesha,Double Anaerobic Washed,7.75,7.42,7.5,8,7.67,7.83,9.33,7.92,85.33,9.6,2,10,yello-green,0
751,200,13 kg,Parainema,Anaerobico 1000h,7.5,8.17,7.5,8.33,7.33,7,9.33,7,84.33,12,3,10,blue-green,9
752,635,16 kg,Bourbon Sidra,Double Carbonic Maceration / Natural,8.08,7.58,8.42,6.83,7,6.67,8.67,7.33,85.5,10.6,5,0,green,9
753,6,1 kg,"Red Bourbon,Caturra",Semi Washed,7.92,8.42,6.75,7.58,7,7.5,9.33,7.83,87.58,8.4,2,10,yellow green,11
754,66,4 kg,Lempira,Semi Washed,7.75,7.33,8.25,7.83,7.58,7.25,8.67,7.5,87,11.4,4,9,green,9
755,70,45 kg,Yellow Catuai,Double Anaerobic Washed,7.33,7.08,8.17,8.58,7.92,8.42,10,7.5,82.75,11.2,1,12,bluish-green,12
756,100,104 kg,Parainema,Natural / Dry,7.75,7.42,7,8.33,7,7.58,9.33,7.67,89.33,11.8,5,10,green,10
757,430,25 kg,Sl34+Gesha,Washed / Wet,8,7.17,8,8.33,6.83,8.25,10,8,84.42,11.9,4,10,yellow green,12
758,440,80 kg,Sarchimor,Natural / Dry,8,8,7.25,7.42,8.17,8.42,8.67,7.92,83.83,10.2,1,8,yellow green,13
759,20,13 kg,Sl34+Gesha,Pulped natural / honey,6.5,7.83,7.42,7.08,7.83,8.25,9.33,8.17,87.08,12.2,5,8,browish-green,3
760,20,90 kg,SHG,Natural / Dry,7.58,8.17,6.92,7.92,7.17,8.42,9.33,7.17,84.92,9.3,3,10,yellow green,5
761,200,60 kg,Castillo and Colombia blend,Natural / Dry,7.33,8.17,6.75,7.5,7.08,8.42,9.33,7.67,82.67,11.3,2,0,greenish,10
762,9,104 kg,Pacamara,Wet Hulling,7.83,7.58,7.25,7.75,7.33,8.42,8.67,8.58,85.5,9.2,1,9,yello-green,1
763,80,48 kg,Gesha,Wet Hulling,8,7.83,7.33,8,7.75,7.08,8.67,8.17,83.08,12.4,5,10,greenish,7
764,14,50 kg,Catrenic,Anaerobico 1000h,7.83,7.33,7.75,7.75,7.58,8.42,8.67,8.58,82.5,13.3,3,7,browish-green,2
765,120,5 kg,"Catimor,Catuai,Caturra,Bourbon",Washed / Wet,8.5,8.42,6.75,8,7.58,8.17,10,7.75,85.33,10,5,2,bluish-green,10
766,584,27 kg,SHG,Anaerobico 1000h,7.58,7.33,8.17,7.92,8,7.58,10,7.5,85.58,12,4,10,yellow green,1
767,141,10 kg,Typica Gesha,Natural / Dry,8.17,7.17,7.08,8.25,7.67,8,9.33,8,86.67,9.8,1,1,yellow-green,13
768,300,320 kg,SHG,Double Carbonic Maceration / Natural,7.92,8.17,6.92,7.75,7.83,7.42,10,8,87.17,12,0,6,yellow green,16
769,300,13 kg,Typica Bourbon Caturra Catimor,Natural / Dry,7.5,7.33,6.75,7.75,7.92,7.33,8.67,6.67,83,8.1,4,2,pale yellow,0
770,260,20 kg,Java,Double Carbonic Maceration / Natural,7.5,7.92,7.67,8.58,7.17,8.08,9.33,7.17,83,9.8,4,12,bluish-green,13
771,13,85 kg,Sl34+Gesha,Double Anaerobic Washed,8.17,7.17,8.17,7.75,7.67,7.75,9.33,7.17,87.08,9.7,0,0,yellow-green,4
772,74,13 kg,Catimor,Semi Washed,7.5,7.17,8,7.17,8.17,7,9.33,7.17,85.67,10.9,5,2,yellow-green,12
773,325,16 kg,Lempira,Anaerobico 1000h,7.42,8.33,6.92,8.08,8.25,7.08,10,7,84,10.7,2,7,green,9
774,8,48 kg,Sarchimor,Wet Hulling,7.17,7.83,7.67,7.17,7.75,7,8.67,7.08,85.75,9.7,4,7,greenish,11
775,5,35 kg,Bourbon,Anaerobico 1000h,8.58,7.83,8.08,8.08,7.17,7.42,10,8.58,83,13.1,5,2,yellow green,12
776,22,2 kg,Catuai and Mundo Novo,Double Carbonic Maceration / Natural,8.17,7.42,8.42,8,8.08,7.5,8.67,8.17,86.75,11.2,4,12,blue-green,5
777,10,13 kg,Castillo,Natural / Dry,7.25,7.92,8.42,8,8,7.42,8.67,7.17,86.17,10.5,1,6,yellow green,12
778,120,45 kg,Gesha,Wet Hulling,7.58,8.25,7.08,7.75,7.08,7.67,9.33,7.75,89.33,10.5,1,0,greenish,12
779,32,70 kg,Parainema,Semi Washed,7.75,7.75,7.58,8.08,7.92,7,9.33,7.33,83.83,12.2,2,0,yellowish,9
780,540,22 kg,Parainema,Semi Washed,8.33,7.17,7.5,7.42,7.67,7.42,8.67,6.83,85.42,11.5,3,8,blue-green,3
781,10,45 kg,Catuai and Mundo Novo,Pulped natural / honey,7.42,7.83,8.08,8.25,7.08,8.42,10,8.08,83.08,9.8,0,0,yello-green,8
782,77,70 kg,Catuai,Double Carbonic Maceration / Natural,7.08,8.5,7.25,7.67,8,8.08,10,8.33,84.25,9.1,3,1,pale yellow,4
783,74,300 kg,Yellow Catuai,Natural / Dry,8.25,8.25,7.25,7.08,8.25,7.5,9.33,8.25,82.67,10,1,10,bluish-green,5
784,20,50 kg,Catrenic,Washed / Wet,7.92,8,7.17,7.75,7.08,7.33,9.33,8.58,85.17,10.7,5,9,greenish,16
785,74,25 kg,Bourbon Sidra,Double Carbonic Maceration / Natural,6.5,8,7.17,7.58,7.67,7.42,8.67,7,82.25,11.1,1,2,green,8
786,14,50 kg,Sarchimor,Natural / Dry,7.75,7.92,7.92,7.67,8.17,7.92,9.33,7.33,83,13.3,1,0,yellow-green,1
787,10,90 kg,"Red Bourbon,Caturra",Semi Washed,8.58,7.25,7.58,7.25,7.42,6.67,9.33,7.17,84.08,10.6,2,1,browish-green,3
788,26,16 kg,Catuai and Mundo Novo,"Honey,Mossto",7.58,7.08,7.5,7.25,8,7.75,9.33,7.42,83.42,9.2,4,7,brownish,11
789,125,48 kg,Typica,Wet Hulling,7.83,7.83,7.92,7.58,7.33,7.25,9.33,7.92,85.25,9.7,2,12,bluish-green,11
790,200,2 kg,Bourbon,Washed / Wet,6.5,7.83,7.42,8.25,7.42,8.08,10,8,89.33,11.5,5,0,green,7
791,440,4 kg,Sarchimor,Double Carbonic Maceration / Natural,7.25,7.58,7.17,8.17,7.75,7.92,8.67,8.58,87.08,13.5,2,10,green,9
792,32,12 kg,Castillo Paraguaycito,Double Anaerobic Washed,8.5,6.75,7.33,7.5,7.25,7.67,10,7,83.33,10.3,5,7,greenish,5
793,1,2 kg,Maragogype,"Honey,Mossto",8.08,8.08,7.83,8.58,6.83,7.67,10,7.5,83.83,11.2,2,0,greenish,12
794,320,69 kg,SL28,Natural / Dry,7.17,8.33,7.25,7.5,7.75,7.58,10,8.17,86.25,8.1,5,5,yellow-green,8
795,632,80 kg,SHG,Natural / Dry,8.58,7.92,7.58,7.92,7.83,6.67,10,8.17,84.92,9.1,2,12,bluish-green,13
796,430,36 kg,"Catimor,Catuai,Caturra,Bourbon","Honey,Mossto",7.83,7.58,7,7.67,8.17,7.08,10,6.83,86.17,9.9,4,0,blue-green,12
797,22,25 kg,"Wolishalo,Kurume,Dega","Honey,Mossto",7.58,7.92,7.75,7.25,7.33,6.67,10,7.08,82.42,8.4,1,12,yellow-green,12
798,300,60 kg,Maragogype,Wet Hulling,7.92,8.5,7.58,8,8,7.08,8.67,7.67,82.5,12.3,1,10,yellow green,11
799,77,16 kg,Maragogype,"Honey,Mossto",7.75,7.5,6.75,7.42,7.25,7.25,10,7.67,83.08,9.1,0,2,blue-green,13
800,150,30 kg,"BOURBON, CATURRA Y CATIMOR",Pulped natural / honey,7.67,7.42,8.17,8.33,7.42,7.5,8.67,6.67,85.33,12.4,1,9,blue-green,13
801,20,24 kg,Parainema,Washed / Wet,7.67,8.17,7.75,7.92,7.58,7.67,9.33,8.5,85.75,8.1,4,7,greenish,8
802,600,16 kg,"BOURBON, CATURRA Y CATIMOR",Anaerobico 1000h,7.58,8.33,7.08,7.83,7.58,7.25,9.33,7.17,87,10.2,2,1,bluish-green,12
803,500,70 kg,"Red Bourbon,Caturra",Wet Hulling,7.17,7.67,7.75,8,7.92,8.08,10,7.33,84.33,10.6,3,5,blue-green,13
804,40,300 kg,Lempira,"Honey,Mossto",8.58,8.25,7.92,8.58,7.92,7.08,10,7.08,87,13.3,4,0,greenish,11
805,66,80 kg,"BOURBON, CATURRA Y CATIMOR",Pulped natural / honey,7.5,7.08,7.58,8.25,8.08,7.33,10,8.5,85.5,13.5,3,12,greenish,4
806,200,16 kg,Mundo Novo,Double Carbonic Maceration / Natural,8.17,8.17,8.42,7.08,7.08,8.17,8.67,7.33,86.67,10.7,1,2,yellowish,11
807,250,27 kg,SHG,Double Carbonic Maceration / Natural,8.33,8.5,7.33,7.75,7.17,7.25,8.67,7.17,83.33,8.9,2,8,bluish-green,3
808,22,70 kg,"Bourbon, Catimor, Caturra, Typica",Natural / Dry,8.58,8.42,6.67,8.25,7.17,8,8.67,7.58,84.75,9.3,4,2,pale yellow,3
809,100,35 kg,Ethiopian Heirlooms,Semi Washed,7.92,7.58,7,7.67,7.75,8,8.67,7.92,85.17,10,4,7,blue-green,0
810,25,10 kg,Java,"Honey,Mossto",8.5,8.5,7.5,7.5,7.67,8.25,8.67,8.25,86.17,9.6,1,12,green,12
811,2,35 kg,Caturra,Washed / Wet,7.25,8.25,7.92,8.58,7.08,7.42,9.33,7.83,86.92,11.7,3,9,pale yellow,5
812,40,13 kg,"Caturra,Colombia,Castillo",Pulped natural / honey,8.17,8.17,6.92,8.25,7.92,7.25,9.33,6.83,82.67,11.4,3,8,bluish-green,8
813,14,104 kg,Maragogype,Washed / Wet,7.17,7.67,7.25,7.25,6.83,7.92,9.33,8.25,87.08,10.1,3,1,pale yellow,1
814,26,85 kg,SL14,Pulped natural / honey,7.33,8.33,8.42,7.92,8.17,8.17,8.67,8.17,83.25,8.4,2,9,yellowish,5
815,200,1 kg,Red Bourbon,Double Anaerobic Washed,6.5,7.08,7.25,7.58,7.58,7.92,8.67,7.42,84.08,10.4,5,0,browish-green,10
816,26,35 kg,"Catimor,Catuai,Caturra,Bourbon",Anaerobico 1000h,8.5,7.25,7.92,7.08,7.92,7.08,9.33,8.58,87.42,10.4,4,6,yellow-green,16
817,10,80 kg,"Castillo,Caturra,Bourbon",Double Anaerobic Washed,8.25,8.5,8.08,8.17,7.75,7.08,10,7.83,86.67,13.1,2,10,yellow green,13
818,66,80 kg,Yellow Catuai,Washed / Wet,8.33,7.08,6.92,8.58,8.17,8.08,10,7.67,87.42,9.6,0,10,yellow- green,10
819,325,30 kg,Typica Gesha,Wet Hulling,7.17,8.17,6.75,7,7.08,8.25,10,8.33,84.33,10.8,3,3,brownish,4
820,70,16 kg,"Wolishalo,Kurume,Dega",Double Anaerobic Washed,8.25,8.5,8.42,7.33,7.83,7.33,8.67,7.5,83.08,12.2,4,3,blue-green,5
821,120,4 kg,"Castillo,Caturra,Bourbon",Wet Hulling,6.5,7.67,7.08,7.83,7.08,7.58,10,8,85.33,9.7,4,9,yellowish,4
822,26,45 kg,Lempira,Wet Hulling,7.17,8,8.17,7,7.58,7.75,10,8.33,89.33,10,3,9,green,11
823,35,36 kg,Yellow Bourbon,Semi Washed,8.25,6.75,7,8,6.83,7,10,8.33,89.33,9.8,5,7,yellow- green,16
824,5,45 kg,Bourbon Sidra,"Honey,Mossto",8.5,7.67,7.08,6.83,7.42,7.33,8.67,7,87.17,10,1,6,blue-green,10
825,540,300 kg,Catrenic,Anaerobico 1000h,7.33,7.75,7.67,7,8.17,7.42,9.33,7.33,84.33,12.4,3,7,yellow-green,7
826,55,10 kg,SL28,Anaerobico 1000h,7.33,8.08,8.17,7,7.25,7.75,9.33,6.83,83.08,13.3,2,7,yello-green,2
827,275,27 kg,Typica Bourbon Caturra Catimor,"Honey,Mossto",7.25,7.83,7.42,8.08,8,7.08,10,7.92,84.67,11.6,2,0,yello-green,16
828,8,16 kg,Catuai,Double Anaerobic Washed,7.25,8.25,6.67,7.58,7.42,7.58,9.33,7,85.42,8.1,3,3,pale yellow,8
829,200,104 kg,"Caturra,Colombia,Castillo","Honey,Mossto",6.5,7.08,7.67,8.17,6.83,7.5,9.33,8.58,84.75,11.9,0,9,bluish-green,1
830,430,5 kg,Ethiopian Heirlooms,Natural / Dry,7.5,7.92,7.17,8.58,8.17,7.25,8.67,7.5,84.58,11.2,2,8,bluish-green,11
831,375,22 kg,Caturra,Semi Washed,8.25,8.33,6.67,7.92,7.67,8.08,9.33,7.08,83.83,11.8,0,5,yellowish,10
832,22,45 kg,Catuai and Mundo Novo,Double Anaerobic Washed,8.25,7.08,7.5,7.42,7.08,7.92,9.33,8,82.67,13.1,3,0,browish-green,16
833,20,36 kg,Caturra,Anaerobico 1000h,8.5,8.33,7.75,7.25,8.08,7.83,8.67,7.83,83.75,10.3,3,9,yello-green,9
834,141,2 kg,"BOURBON, CATURRA Y CATIMOR",Pulped natural / honey,7.58,7.08,7.58,7.33,7.58,7.08,10,8.08,82.42,10.3,2,3,bluish-green,16
835,32,1 kg,"Red Bourbon,Caturra",Wet Hulling,8.33,8.25,7.17,6.83,7,8.25,10,6.67,82.67,10.3,4,0,yellowish,12
836,635,25 kg,Typica Gesha,Semi Washed,7.42,7.83,7,8,7.42,6.67,10,7.5,85,11.4,4,8,pale yellow,1
837,440,2 kg,Gesha,Wet Hulling,7.58,8.5,7.33,7.75,7,7.5,10,6.83,83.42,10.5,0,6,greenish,7
838,430,27 kg,"Castillo,Caturra,Bourbon",Anaerobico 1000h,7.83,7.83,7.17,7.33,7.83,8.42,10,8.58,82.42,11.8,0,0,brownish,16
839,20,85 kg,Java,Washed / Wet,6.5,7.58,7.67,8.33,6.83,8.42,9.33,7.83,84.33,11.6,1,3,brownish,12
840,20,15 kg,Typica,Anaerobico 1000h,7.58,7.83,6.92,7.33,7.17,8,10,8.58,87.17,10.8,2,6,greenish,16
841,2,90 kg,Bourbon Sidra,Double Carbonic Maceration / Natural,7.75,8.33,7.75,7.25,7.92,7.08,10,8.25,86.5,13.3,0,0,browish-green,4
842,250,1 kg,SHG,Anaerobico 1000h,7.17,8,7.92,7.5,8.17,7,10,7.67,82.33,11.9,2,9,yellowish,3
843,440,60 kg,Yellow Catuai,Wet Hulling,8.33,8.33,8.42,7.5,8.25,7.42,8.67,8.33,83.75,11.9,5,12,greenish,16
844,3,50 kg,Yellow Bourbon,"Honey,Mossto",8.33,7.92,7.33,7.92,7,7.58,8.67,7.17,85.25,12.4,0,2,browish-green,5
845,1,69 kg,Catimor,Washed / Wet,7.33,8.08,6.67,7.75,7.08,7.08,9.33,8.17,82.75,9.7,4,7,yellow-green,9
846,5,25 kg,Yellow Bourbon,Double Anaerobic Washed,7.08,8.42,6.67,8.25,7.33,7,8.67,7.42,85.58,8.9,0,2,yellowish,5
847,1,320 kg,SL28,Double Anaerobic Washed,7.5,7.33,7.5,8.17,7.75,8.08,10,7.5,85.58,12.1,5,6,yellow-green,9
848,77,48 kg,Pacamara,Double Anaerobic Washed,7.67,8.25,6.92,7.33,8,7.58,10,7.83,85.83,12.4,3,10,blue-green,13
849,6,5 kg,Bourbon Sidra,Semi Washed,7.08,7.5,6.67,7.08,7.58,8.25,9.33,7.17,82.33,12.1,1,8,greenish,4
850,120,24 kg,Ethiopian Heirlooms,Natural / Dry,7.75,7.08,7.83,8,8.17,7.08,8.67,7.42,85.25,10.9,0,9,yellow-green,9
851,340,80 kg,Bourbon,Semi Washed,7.17,7.17,7.5,7.58,7.25,7.67,8.67,6.67,84.33,10.1,3,1,yellow- green,7
852,35,25 kg,Catrenic,Semi Washed,7.83,7.83,7.83,8.25,7.58,8,9.33,7.08,84.67,9.6,2,6,yello-green,7
853,540,20 kg,"Jember,TIM-TIM,Ateng",Semi Washed,6.5,8.42,6.92,7.92,7.25,8.17,8.67,7,85.83,9.7,2,6,greenish,0
854,200,27 kg,Ethiopian Heirlooms,Pulped natural / honey,7.83,8.17,8.42,7.5,7,7.08,9.33,8.58,86.25,12.2,0,3,browish-green,0
855,66,45 kg,Catucai,Pulped natural / honey,7.25,7.08,7.5,6.83,7.08,7.5,8.67,8.25,85.5,10.2,1,12,blue-green,10
856,2,80 kg,"Wolishalo,Kurume,Dega",Anaerobico 1000h,7.25,7.25,6.92,7.08,7.58,7.08,9.33,7.83,82.83,9.1,5,0,brownish,4
857,500,15 kg,Typica Gesha,Semi Washed,7.83,7.25,7.58,6.83,7.67,7.08,8.67,8.33,85.75,10.9,4,7,yellow- green,5
858,260,104 kg,"Wolishalo,Kurume,Dega",Anaerobico 1000h,7.17,7.08,6.92,7.92,7.17,8,8.67,8.17,82.25,11.7,1,5,pale yellow,12
859,250,50 kg,SL34,Anaerobico 1000h,7.83,8.5,6.75,7.08,6.83,7.08,8.67,8.17,89.33,11.3,4,0,yellow green,9
860,440,25 kg,Yellow Catuai,Washed / Wet,7.08,7.75,7.17,7.58,7.33,8.25,10,7.42,83.17,10.1,2,5,yellow green,13
861,632,70 kg,Caturra,Wet Hulling,7.58,7.33,7.33,8.58,7.75,7.67,8.67,7.17,87,11.8,5,7,green,0
862,74,30 kg,"Wolishalo,Kurume,Dega",Anaerobico 1000h,6.5,6.75,7.42,8.33,8.17,8.17,9.33,7.83,82.42,10.3,1,2,yellow-green,10
863,40,1 kg,SL14,Natural / Dry,8.58,7.25,7.5,8.33,7,6.67,10,7.08,87,13.3,1,9,yello-green,3
864,74,45 kg,Pacamara,Semi Washed,8.08,8.17,7.58,7.75,6.83,6.67,8.67,7,85.33,9.6,2,8,browish-green,7
865,150,10 kg,"Caturra,Colombia,Castillo",Semi Washed,8.17,7.25,8.25,8.33,8.08,7.08,9.33,8,86.92,10.2,0,12,greenish,16
866,325,90 kg,Maragogype,Washed / Wet,7.17,7.5,7.25,7.42,7.25,8.25,8.67,8.08,82.33,9.8,1,8,green,10
867,150,20 kg,Maragogype,Semi Washed,7.75,8.33,6.92,7.58,7.25,7.92,8.67,7.75,87,11.9,5,9,yellow-green,8
868,345,24 kg,Yellow Bourbon,Semi Washed,7.58,7.17,7.67,8,8,7,9.33,7.17,83.83,10.2,5,12,bluish-green,12
869,5,50 kg,"BOURBON, CATURRA Y CATIMOR",Double Carbonic Maceration / Natural,7.75,7.75,6.92,7.75,7.33,7.25,10,7.5,84,11.1,0,0,pale yellow,3
870,320,90 kg,Java,Anaerobico 1000h,7.33,6.75,7.58,6.83,6.83,7.83,8.67,8.25,83.5,11.6,3,0,blue-green,10
871,325,1 kg,Typica Bourbon Caturra Catimor,Washed / Wet,8.08,7.42,8,7.25,7.67,7.5,10,6.67,84.33,8.9,3,2,green,9
872,635,320 kg,Catuai,Wet Hulling,8,7.25,8.17,8.17,8,7.33,9.33,7.92,83.25,9.9,1,2,yellowish,12
873,3,25 kg,Gesha,Washed / Wet,7.08,7.92,7.25,7.67,8,8,10,7.33,86.67,12,1,10,bluish-green,3
874,325,16 kg,Pacamara,Double Carbonic Maceration / Natural,8,6.75,8.08,6.83,7.33,7.67,8.67,8.5,85.42,10.9,2,3,bluish-green,7
875,340,36 kg,Gesha,Double Carbonic Maceration / Natural,7.42,8.42,6.92,7.58,8.25,7.92,8.67,8.17,82.67,8.1,1,7,blue-green,4
876,35,80 kg,Sarchimor,Double Carbonic Maceration / Natural,8.5,7.42,7.17,8,7.25,7.25,8.67,8.58,86.17,9.7,0,9,pale yellow,3
877,275,16 kg,Maragogype,Double Carbonic Maceration / Natural,6.5,7.42,7.42,7.08,6.83,7.67,9.33,7,84.58,11.1,4,8,green,13
878,320,15 kg,Catuai and Mundo Novo,Pulped natural / honey,8.58,6.75,7.92,8,8.08,8.17,8.67,7.08,86.75,9.1,1,7,blue-green,1
879,6,12 kg,Bourbon Sidra,Double Anaerobic Washed,7.75,7.58,7.92,7.17,7.25,8.25,10,8.25,82.42,11.2,3,7,bluish-green,12
880,440,80 kg,SL28,Semi Washed,8.08,7.08,7.08,7.25,7.33,8,8.67,8.33,83.83,13.5,2,7,yello-green,9
881,3,50 kg,Bourbon,"Honey,Mossto",6.5,8.5,7.5,7.83,7.25,8,8.67,7.58,84.08,11.1,4,10,bluish-green,12
882,440,60 kg,Sl34+Gesha,"Honey,Mossto",7.42,8.5,7.08,8.17,8,7.08,9.33,7.42,83.83,12,1,6,yellow- green,16
883,320,15 kg,Castillo,Anaerobico 1000h,8.58,8.25,7.33,8,7.42,7.83,8.67,7.5,82.42,8.1,3,3,yello-green,1
884,300,35 kg,Parainema,Semi Washed,7.83,7.5,7.58,7.75,7.58,8.08,9.33,7.33,84.92,10,2,5,yellowish,13
885,500,13 kg,Parainema,Semi Washed,8.58,8.17,8.25,7.42,7.67,8.08,8.67,7.58,84.75,10.5,5,9,green,0
886,150,2 kg,SL34,Semi Washed,8.25,7.75,8.17,7.92,7.17,7.92,9.33,7.33,84.58,9.2,0,6,yellow- green,13
887,55,22 kg,Pacamara,Semi Washed,7.83,7.83,7.17,8.17,7.92,7.75,8.67,6.67,85.83,10.5,4,8,yellow-green,2
888,540,22 kg,"Jember,TIM-TIM,Ateng",Washed / Wet,7.92,8.17,7.67,7.17,7.75,7.08,8.67,7.92,84.25,9.3,2,5,brownish,4
889,150,1 kg,"Catimor,Catuai,Caturra,Bourbon",Pulped natural / honey,8.25,7.75,8.42,8.33,7.25,8,10,7.42,86.08,11.2,5,2,yellowish,13
890,632,1 kg,"Red Bourbon,Caturra",Double Anaerobic Washed,8.58,8.33,7.67,7.75,7.58,7.08,9.33,6.83,85.25,11.3,5,7,blue-green,7
891,632,13 kg,Red Bourbon,Anaerobico 1000h,7.17,7.83,7,8.33,6.83,8.17,10,8.17,85.42,9.3,2,7,pale yellow,4
892,540,4 kg,Castillo Paraguaycito,Anaerobico 1000h,8.5,7.83,7.58,7.67,6.83,8.42,9.33,7,82.83,11.9,5,5,green,10
893,35,50 kg,Maragogype,Pulped natural / honey,8.5,7.67,7.42,7.5,7,6.67,8.67,8.17,87.08,10.1,2,0,blue-green,5
894,55,300 kg,Castillo and Colombia blend,Washed / Wet,8.5,7.83,6.92,7.67,7,8.08,9.33,7.17,84,13.1,4,7,yellow- green,4
895,1,100 kg,Catuai,Wet Hulling,7.25,7.17,7.33,7.67,7.25,7.08,10,8.5,84.08,10.2,5,8,yellow-green,0
896,19,30 kg,Pacamara,Washed / Wet,8.33,7.17,7.67,7.67,7.58,7.75,9.33,6.67,85.25,11.4,3,12,browish-green,7
897,4,13 kg,"Red Bourbon,Caturra",Washed / Wet,8,8.5,7.67,7,7.58,7.67,10,7.92,87.08,12.3,5,8,yellow-green,16
898,260,69 kg,SHG,Double Anaerobic Washed,7.67,7.83,6.75,7.67,7.08,8,8.67,7.42,83.83,11.6,4,0,yellow- green,5
899,500,35 kg,SL14,Semi Washed,8,8.08,7.5,8.17,7.42,7.92,9.33,8.33,85.83,9.8,2,7,yello-green,10
900,632,85 kg,Yellow Catuai,Double Anaerobic Washed,8.58,7.25,8.17,7.08,7,7,8.67,7.5,85,10.3,1,5,yellow- green,2
901,120,20 kg,Gesha,Wet Hulling,7.5,7.5,7.67,7.42,7.58,8.08,8.67,7.67,85.42,11.4,2,1,yellow-green,16
902,70,104 kg,Catuai,Anaerobico 1000h,8,8.17,6.92,8.08,7.58,7.92,9.33,8.58,82.25,9.2,2,0,browish-green,8
903,285,25 kg,"Jember,TIM-TIM,Ateng",Double Carbonic Maceration / Natural,7.92,7.17,7.67,7.75,8.08,7,9.33,7.42,87.42,11,1,3,greenish,13
904,10,5 kg,Bourbon,Double Carbonic Maceration / Natural,7.92,7.42,7.25,8,7.92,6.67,10,8,82.33,12.1,1,1,greenish,16
905,375,90 kg,Typica Gesha,Pulped natural / honey,8.58,7.25,7.42,7.08,8,7.25,10,7,83.08,10.9,3,7,browish-green,0
906,632,45 kg,Ethiopian Heirlooms,"Honey,Mossto",7.33,7.75,8,7.75,8.08,7.58,8.67,6.83,85.58,12.3,0,3,bluish-green,12
907,275,15 kg,Catuai and Mundo Novo,Double Anaerobic Washed,7.5,7.67,8,7.67,8.17,8.42,8.67,8.25,86.67,12.3,4,7,yellow- green,5
908,8,36 kg,"Castillo,Caturra,Bourbon",Double Carbonic Maceration / Natural,7.42,7.75,7.33,7.83,7.75,8.17,10,7.75,83.83,9.9,1,6,yellowish,12
909,540,85 kg,"Castillo,Caturra,Bourbon",Pulped natural / honey,6.5,7.67,7.33,7.08,7.75,7.5,8.67,7,85.17,10.9,5,2,yello-green,5
910,22,70 kg,Yellow Bourbon,Anaerobico 1000h,8.08,8,7,7.33,7.83,7.08,8.67,7.08,86.08,11.6,3,3,yellowish,4
911,200,30 kg,Bourbon,Natural / Dry,8.17,7.42,7,7.08,6.83,7.33,8.67,6.67,83.08,12.1,4,2,yellowish,5
